,Like_Count,Location,User_Name,Datetime,Location_URL,Tags,URL
183,23,Schatzinsel(샤츠인젤),whale305,2019년 12월 25일,https://www.instagram.com/explore/locations/977427392445448/schatzinsel/,"['#샤츠인젤', '#모모커피', '#건대카페', '#보물섬', '#골목카페', '#북카페', '#테이크아웃', '#핸드드립', '#수제청', '#귤귤차', '#레몬청', '#사과차', '#카페샤츠인젤', '#레몬에이드', '#쇼콜라라떼', '#귀리라떼', '#무료대관', '#카페대관', '#허니라떼', '#컵홀더이벤트', '#손끗', '#오레오스무디', '#생일이벤트', '#카야토스트', '#치즈케이크', '#크리스마스티']",https://www.instagram.com/p/B6frhnQleJX/
184,27,안산 유달리,udally_ansan,2019년 12월 28일,https://www.instagram.com/explore/locations/1599591897019651/,"['#플레인와플', '#주말', '#유달리', '#안산유달리', '#유달리안산점', '#카페유달리', '#안산맛집', '#고잔동맛집', '#와플맛집', '#안산와플', '#와플', '#카페', '#안산카페', '#고잔동카페', '#안산', '#고잔동', '#딸기라떼', '#톰과제리케이크', '#제리케이크', '#제리치즈케이크', '#치즈케이크']",https://www.instagram.com/p/B6mVrOplMy_/
185,25,POUND,caffe_pound,2019년 12월 31일,https://www.instagram.com/explore/locations/430056487511273/pound/,"['#카페파운드', '#caffe', '#파운드카페', '#파운드케이크', '#파운드', '#pound', '#poundcake', '#파운드케이크맛집', '#파운드케익', '#빅토리아케이크', '#운정카페', '#파주카페', '#주말', '#주말데이트', '#파주데이트', '#파주투어', '#파주케이크', '#치즈케이크', '#레몬파운드', '#운정카페거리', '#휘낭시에', '#스콘맛집', '#스콘', '#딸기케이크', '#연말', '#카페대관']",https://www.instagram.com/p/B6uM5iuJn2N/
186,10,세종시 새롬동,junghee0383,2019년 12월 28일,https://www.instagram.com/explore/locations/1503173289705910/,"['#곰돌이마카롱', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",https://www.instagram.com/p/B6mlK_kl6ki/
187,226,스윗레시피 Sweet Recipe,sweet_0310,2019년 12월 12일,https://www.instagram.com/explore/locations/393288434546171/sweet-recipe/,['#스윗레시피'],https://www.instagram.com/p/B5-CvWrJzuX/
188,29,광주 충장로,s___n_h_e_n,2019년 12월 19일,https://www.instagram.com/explore/locations/409154834/,[],https://www.instagram.com/p/B6QKdzFgWF8/
189,16,Ruver。,peterpan625,2019년 12월 19일,https://www.instagram.com/explore/locations/119494275211639/ruver/,"['#ruver', '#strawberrylatte', '#딸기라떼', '#카페순례', '#혼자여행', '#여행', '#부산카페', '#부산맛집', '#서면', '#서면카페', '#서면맛집', '#부산여행', '#cafe', '#korea', '#busan', '#travel', '#busancafe', '#nikond5600', '#cheesecake', '#치즈케이크']",https://www.instagram.com/p/B6QU1fmBobI/
190,34,코스트코 세종점,1_ssoll,2019년 12월 30일,https://www.instagram.com/explore/locations/242075729984624/,"['#다쓸어담고싶다', '#오늘', '#후식은', '#치즈케이크']",https://www.instagram.com/p/B6sVC2-lP9C/
191,108,담백,cafe_dambake,2019년 12월 12일,https://www.instagram.com/explore/locations/279551859351569/,"['#카페담백', '#dambake', '#담백', '#노버터디저트', '#디저트카페', '#노버터', '#스콘', '#노버터스콘', '#생크림스콘', '#식사대용', '#아차산역카페', '#아차산카페', '#중곡동맛집', '#동네카페', '#중곡동카페', '#광진구카페', '#군자카페', '#노버터케이크', '#쉬폰케이크', '#스콘맛집', '#당근케이크', '#치즈케이크', '#단호박치즈케이크', '#흑임자치즈케이크', '#미니밤호박', '#스콘맛집', '#아차산맛집', '#아차산역맛집', '#치즈케이크맛집', '#크리스마스케이크']",https://www.instagram.com/p/B59YxxdpyRq/
192,91,NEWoMan Shinjuku,_x.mm18_,2019년 12월 11일,https://www.instagram.com/explore/locations/1029494985/newoman-shinjuku/,['#gardenhouseshinjuku'],https://www.instagram.com/p/B56O_x-hlFY/
193,35,두화당,rryoung820,2019년 12월 18일,https://www.instagram.com/explore/locations/1588862858080730/,[],https://www.instagram.com/p/B6N20QApCZ7/
194,44,"Aus Mehl, 아우스밀",iamhana87,2019년 12월 20일,https://www.instagram.com/explore/locations/146439796118017/aus-mehl/,['#아우스밀'],https://www.instagram.com/p/B6R9Vt-JWC6/
195,66,Miryang,bang__joo_,2019년 12월 21일,https://www.instagram.com/explore/locations/238540248/miryang/,[],https://www.instagram.com/p/B6U7OA-JveI/
196,21,동탄호수공원,bake230,2019년 12월 25일,https://www.instagram.com/explore/locations/1500653926900748/,"['#베이크이삼공', '#베이크230', '#bake230', '#케이크', '#크리스마스', '#빵스타그램', '#빵맛집', '#생크림케이크', '#포레누아', '#초코무스', '#블루베리치즈케이크', '#치즈케이크', '#마늘바게트', '#식빵', '#동탄맛집', '#2동탄맛집', '#카림3차', '#산척동빵집', '#반도10차']",https://www.instagram.com/p/B6fPbmQnj_2/
197,20,"Jinhae, Ky?ngsang-Namdo, Korea",cho486e,2019년 12월 25일,https://www.instagram.com/explore/locations/246200891/jinhae-kyongsang-namdo-korea/,"['#메리크리스마스', '#크리스마스이브', '#임산부는', '#건전하게놀기', '#ㅋㅋㅋ', '#최애케이크', '#치즈케이크', '#피자는역시', '#알보로피자', '#L사이즈', '#둘이서순삭', '#영화는역시', '#러브액츄얼리', '#언제봐도재밌다', '#내년에는', '#함께하자', '#껌딱지']",https://www.instagram.com/p/B6ep8VaJdxI/
198,16,알로할로,dukelove58,2019년 12월 21일,https://www.instagram.com/explore/locations/712869802194116/,"['#여자여자여자', '#권선동', '#커피맛집', '#알로할로', '#수다떨기', '#분위기갑', '#아인슈페너', '#치즈케이크', '#딸기케이크', '#coffee']",https://www.instagram.com/p/B6U5LuhFbWu/
199,10,인천서구원당동,jackieyoo2004,2019년 12월 20일,https://www.instagram.com/explore/locations/317669251/,"['#마카롱', '#황치즈마카롱', '#요거트마카롱', '#치즈케이크', '#스위스머랭', '#머랭쿠키', '#디저트', '#클레멘타인', '#단거', '#달다구리', '#방학', '#일상']",https://www.instagram.com/p/B6TCGQ0Jeot/
